filepath,label,source_dataset
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (855).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (856).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (857).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (858).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (859).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (86).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (860).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (861).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (866).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (88).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (89).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (9).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (90).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (92).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (93).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (94).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (97).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (99).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (1).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (10).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (101).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (102).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (103).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (104).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (105).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (106).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (108).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (109).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (110).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (111).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (112).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (113).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (114).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (117).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (119).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (121).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (122).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (123).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (124).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (126).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (128).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (129).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (13).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (130).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (131).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (133).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (135).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (136).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (137).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (138).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (139).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (14).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (141).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (142).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (143).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (144).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (145).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (146).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (147).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (148).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (149).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (15).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (151).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (152).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (153).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (154).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (155).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (156).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (157).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (159).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (16).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (161).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (163).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (165).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (166).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (167).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (168).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (169).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (17).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (171).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (172).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (174).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (176).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (177).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (178).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (179).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (18).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (180).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (184).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (185).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (187).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (189).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (19).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (191).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (192).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (193).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (194).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (195).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (197).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (199).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (2).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (20).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (200).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (202).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (203).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (205).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (206).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (207).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (208).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (209).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (21).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (210).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (212).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (213).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (215).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (217).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (220).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (222).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (223).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (224).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (225).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (226).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (227).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (228).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (229).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (23).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (231).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (232).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (233).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (234).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (235).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (237).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (239).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (24).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (241).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (243).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (244).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (245).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (248).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (25).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (250).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (251).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (252).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (253).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (254).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (255).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (256).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (257).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (258).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (259).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (26).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (260).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (262).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (263).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (264).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (265).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (268).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (269).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (27).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (271).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (272).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (274).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (277).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (278).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (279).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (28).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (280).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (281).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (282).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (283).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (285).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (288).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (29).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (290).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (292).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (293).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (294).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (295).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (297).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (298).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (3).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (30).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (302).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (305).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (307).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (308).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (31).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (310).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (311).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (313).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (314).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (316).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (317).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (318).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (319).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (321).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (323).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (324).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (326).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (327).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (328).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (33).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (330).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (331).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (332).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (333).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (334).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (335).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (336).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (337).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (339).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (34).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (340).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (341).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (342).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (344).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (345).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (346).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (347).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (348).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (349).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (35).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (350).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (352).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (353).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (356).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (357).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (358).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (359).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (36).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (360).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (361).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (362).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (363).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (366).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (368).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (369).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (37).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (370).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (371).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (372).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (373).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (374).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (376).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (378).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (379).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (38).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (381).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (383).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (384).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (387).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (389).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (390).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (392).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (393).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (394).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (396).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (397).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (4).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (40).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (400).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (401).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (402).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (403).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (405).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (407).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (409).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (41).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (410).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (411).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (412).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (414).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (416).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (417).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (419).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (421).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (422).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (423).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (424).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (425).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (427).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (428).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (430).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (434).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (435).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (436).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (438).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (439).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (44).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (440).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (441).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (444).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (445).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (448).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (449).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (45).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (450).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (452).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (454).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (456).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (457).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (458).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (46).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (461).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (462).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (463).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (465).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (466).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (467).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (468).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (47).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (470).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (473).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (474).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (477).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (479).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (480).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (481).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (482).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (483).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (484).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (485).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (486).jpg,good,kaggle
